id_booking,Nombre_Cliente,Fecha_inicio,Tipo_evento,Pax,Total_evento,Sala,FB,Alojamiento,Extras
16732.0,cliente_030,2025-05-21 00:00:00,CONGRESO,20,15458.58,197.54,191.83,14114.83,0.0
17024.0,cliente_031,2025-01-21 00:00:00,EVENTO,36,3306.7,1262.35,0.0,1806.05,0.0
17426.0,cliente_006,2025-01-07 00:00:00,REUNIÓN,37,255.23,0.0,255.23,0.0,0.0
17428.0,cliente_006,2025-01-07 00:00:00,REUNIÓN,25,172.45,0.0,172.45,0.0,7.53
17429.0,cliente_032,2025-01-08 00:00:00,REUNIÓN,33,331.11,0.0,331.11,0.0,0.0
17529.0,cliente_033,2025-01-28 00:00:00,REUNIÓN,15,462.8,462.8,0.0,0.0,0.0
17735.0,cliente_034,2025-04-05 00:00:00,BANQUETE,22,997.09,997.09,0.0,0.0,0.0
17737.0,cliente_035,2025-01-29 00:00:00,REUNIÓN,30,65.22,0.0,65.22,0.0,0.0
17879.0,cliente_036,2025-06-04 00:00:00,GRUPOS,13,5080.01,438.97,0.0,4336.97,0.0
17954.0,cliente_037,2025-02-03 00:00:00,COCKTAIL,43,1132.54,26.97,1105.58,0.0,0.0
17946.0,cliente_006,2025-01-21 00:00:00,REUNIÓN,25,172.45,0.0,172.45,0.0,7.53
17933.0,cliente_038,2025-01-20 00:00:00,REUNIÓN,30,438.97,250.84,188.13,0.0,0.0
18000.0,cliente_006,2025-01-21 00:00:00,REUNIÓN,65,448.38,0.0,448.38,0.0,0.0
18001.0,cliente_006,2025-01-22 00:00:00,REUNIÓN,31,311.04,0.0,311.04,0.0,0.0
18002.0,cliente_006,2025-01-22 00:00:00,REUNIÓN,31,272.16,0.0,272.16,0.0,0.0
18003.0,cliente_039,2025-01-23 00:00:00,REUNIÓN,77,676.01,0.0,676.01,0.0,0.0
18004.0,cliente_006,2025-01-23 00:00:00,REUNIÓN,40,401.34,0.0,401.34,0.0,0.0
18201.0,cliente_027,2025-02-17 00:00:00,GRUPOS,17,9012.74,2282.64,1235.39,4037.27,766.38
18205.0,cliente_006,2025-02-11 00:00:00,GRUPOS,6,1423.52,0.0,0.0,1197.13,0.0
18360.0,cliente_040,2025-04-08 00:00:00,EVENTO,25,5483.52,1069.83,163.83,3509.94,17.56
18350.0,cliente_037,2025-02-04 00:00:00,BANQUETE,25,627.1,627.1,0.0,0.0,0.0
18408.0,cliente_041,2025-06-14 00:00:00,GRUPOS,200,592.61,592.61,0.0,0.0,0.0
18437.0,cliente_006,2025-02-05 00:00:00,REUNIÓN,46,0.0,0.0,0.0,0.0,0.0
18439.0,cliente_006,2025-01-28 00:00:00,REUNIÓN,40,275.92,0.0,275.92,0.0,0.0
18440.0,cliente_006,2025-01-28 00:00:00,REUNIÓN,25,172.45,0.0,172.45,0.0,0.0
18451.0,cliente_006,2025-01-29 00:00:00,REUNIÓN,32,321.08,0.0,321.08,0.0,0.0
18456.0,cliente_042,2025-10-01 00:00:00,GRUPOS,36,3157.2,2751.09,338.38,0.0,67.73
18458.0,cliente_038,2025-04-03 00:00:00,REUNIÓN,9,62.71,62.71,0.0,0.0,0.0
18503.0,cliente_043,2025-02-26 00:00:00,GRUPOS,54,4419.8,595.74,1760.9,1755.88,0.0
18665.0,cliente_044,2025-03-14 00:00:00,EVENTO,22,6046.5,363.72,151.76,4744.64,0.0
18695.0,cliente_006,2025-02-04 00:00:00,REUNIÓN,44,303.52,0.0,303.52,0.0,0.0
18696.0,cliente_006,2025-02-04 00:00:00,REUNIÓN,25,172.45,0.0,172.45,0.0,7.53
18697.0,cliente_006,2025-02-05 00:00:00,REUNIÓN,27,270.91,0.0,270.91,0.0,0.0
18698.0,cliente_006,2025-02-05 00:00:00,REUNIÓN,18,180.6,0.0,180.6,0.0,0.0
18699.0,cliente_006,2025-02-06 00:00:00,REUNIÓN,89,781.37,0.0,781.37,0.0,0.0
18700.0,cliente_027,2025-04-07 00:00:00,GRUPOS,15,9503.7,1616.66,675.39,6615.9,0.0
18825.0,cliente_045,2025-02-25 00:00:00,REUNIÓN,20,890.48,727.44,0.0,139.22,31.36
19037.0,cliente_006,2025-02-11 00:00:00,REUNIÓN,39,269.03,0.0,269.03,0.0,0.0
19038.0,cliente_006,2025-02-11 00:00:00,REUNIÓN,25,172.45,0.0,172.45,0.0,7.53
19040.0,cliente_006,2025-02-12 00:00:00,REUNIÓN,33,331.11,0.0,331.11,0.0,0.0
19101.0,cliente_006,2025-02-13 00:00:00,REUNIÓN,47,471.58,0.0,471.58,0.0,0.0
19093.0,cliente_046,2025-03-27 00:00:00,REUNIÓN,19,440.54,327.35,113.19,0.0,0.0
19119.0,cliente_006,2025-02-15 00:00:00,BANQUETE,18,406.02,406.02,0.0,0.0,0.0
19276.0,cliente_047,2025-05-12 00:00:00,GRUPOS,52,6399.49,3455.32,2848.85,0.0,0.0
19597.0,cliente_048,2025-02-18 00:00:00,REUNIÓN,32,220.74,0.0,220.74,0.0,0.0
19598.0,cliente_006,2025-02-18 00:00:00,REUNIÓN,25,172.45,0.0,172.45,0.0,0.0
19600.0,cliente_006,2025-02-19 00:00:00,REUNIÓN,30,263.38,0.0,263.38,0.0,0.0
19741.0,cliente_049,2025-06-11 00:00:00,REUNIÓN,8,500.43,430.19,70.24,0.0,0.0
19775.0,cliente_006,2025-03-26 00:00:00,REUNIÓN,70,0.0,0.0,0.0,0.0,0.0
19778.0,cliente_006,2025-02-25 00:00:00,REUNIÓN,38,262.13,0.0,262.13,0.0,0.0
19779.0,cliente_006,2025-02-25 00:00:00,REUNIÓN,35,241.43,0.0,241.43,0.0,7.53
20114.0,cliente_006,2025-03-04 00:00:00,REUNIÓN,34,234.54,0.0,234.54,0.0,0.0
20115.0,cliente_006,2025-03-04 00:00:00,REUNIÓN,25,172.45,0.0,172.45,0.0,0.0
20116.0,cliente_006,2025-03-05 00:00:00,REUNIÓN,29,290.97,0.0,290.97,0.0,0.0
20117.0,cliente_006,2025-03-06 00:00:00,REUNIÓN,80,702.35,0.0,702.35,0.0,0.0
20173.0,cliente_050,2025-06-02 00:00:00,REUNIÓN,9,771.33,771.33,0.0,0.0,0.0
20648.0,cliente_051,2025-06-02 00:00:00,REUNIÓN,100,555.61,250.84,0.0,282.2,0.0
20699.0,cliente_052,2025-10-09 00:00:00,GRUPOS,11,3250.89,0.0,0.0,2993.52,0.0
20816.0,cliente_046,2025-03-31 00:00:00,REUNIÓN,15,360.27,270.91,89.36,0.0,0.0
20844.0,cliente_006,2025-06-23 00:00:00,GRUPOS,11,4433.28,1630.77,544.95,2078.84,0.0
20891.0,cliente_046,2025-04-03 00:00:00,REUNIÓN,16,366.23,270.91,95.32,0.0,0.0
21044.0,cliente_046,2025-04-09 00:00:00,REUNIÓN,12,342.4,270.91,71.49,0.0,0.0
21020.0,cliente_053,2025-03-20 00:00:00,REUNIÓN,8,322.33,257.11,65.22,0.0,0.0
21322.0,cliente_054,2025-05-09 00:00:00,COCKTAIL,28,614.56,0.0,614.56,0.0,0.0
21563.0,cliente_055,2025-03-24 00:00:00,BANQUETE,3,0.0,0.0,0.0,0.0,0.0
21564.0,cliente_056,2025-05-20 00:00:00,CONGRESO,9,6149.97,950.06,383.79,4515.12,0.0
21575.0,cliente_006,2025-03-26 00:00:00,REUNIÓN,80,501.68,501.68,0.0,0.0,0.0
21663.0,cliente_006,2025-04-01 00:00:00,GRUPOS,4,1016.65,462.8,52.43,453.77,0.0
21737.0,cliente_006,2025-04-03 00:00:00,REUNIÓN,72,632.12,0.0,632.12,0.0,0.0
21882.0,cliente_012,2025-07-09 00:00:00,GRUPOS,14,6590.82,871.67,451.51,4791.04,0.0
21891.0,cliente_057,2025-04-17 00:00:00,GRUPOS,5,464.05,301.01,43.9,107.23,0.0
21957.0,cliente_046,2025-04-24 00:00:00,REUNIÓN,25,827.77,783.09,44.68,0.0,0.0
22111.0,cliente_058,2025-05-24 00:00:00,BANQUETE,30,1046.0,1046.0,0.0,0.0,0.0
22116.0,cliente_006,2025-04-16 00:00:00,REUNIÓN,27,270.91,0.0,270.91,0.0,0.0
22210.0,cliente_059,2025-09-28 00:00:00,GRUPOS,29,10692.06,0.0,0.0,9737.61,0.0
22324.0,cliente_060,2025-05-05 00:00:00,REUNIÓN,4,1028.44,1028.44,0.0,0.0,0.0
22365.0,cliente_004,2025-04-23 00:00:00,REUNIÓN,28,280.94,0.0,280.94,0.0,0.0
22366.0,cliente_061,2025-04-23 00:00:00,REUNIÓN,34,298.5,0.0,298.5,0.0,0.0
22417.0,cliente_062,2025-06-02 00:00:00,EVENTO,10,6546.92,1015.9,978.28,4159.55,16.3
22421.0,cliente_063,2025-04-15 00:00:00,BANQUETE,20,413.89,413.89,0.0,0.0,0.0
22422.0,cliente_046,2025-05-06 00:00:00,REUNIÓN,14,702.67,541.81,160.85,0.0,0.0
22444.0,cliente_064,2025-04-15 00:00:00,BANQUETE,9,0.0,0.0,0.0,0.0,0.0
22501.0,cliente_065,2025-05-19 00:00:00,REUNIÓN,15,865.4,602.02,263.38,0.0,0.0
22591.0,cliente_004,2025-04-30 00:00:00,REUNIÓN,79,792.65,0.0,792.65,0.0,0.0
22657.0,cliente_057,2025-05-15 00:00:00,REUNIÓN,5,344.9,301.01,43.9,0.0,0.0
22718.0,cliente_046,2025-05-19 00:00:00,BANQUETE,23,1678.43,1598.01,80.43,0.0,0.0
22790.0,cliente_004,2025-05-07 00:00:00,REUNIÓN,29,290.97,0.0,290.97,0.0,0.0
22821.0,cliente_004,2025-05-08 00:00:00,REUNIÓN,65,570.66,0.0,570.66,0.0,0.0
22892.0,cliente_004,2025-05-08 00:00:00,REUNIÓN,36,361.21,0.0,361.21,0.0,0.0
22937.0,cliente_004,2025-05-14 00:00:00,REUNIÓN,30,301.01,0.0,301.01,0.0,0.0
22955.0,cliente_066,2025-06-11 00:00:00,EVENTO,19,9758.62,1903.25,327.66,7129.27,0.0
23167.0,cliente_067,2025-07-18 00:00:00,BANQUETE,27,829.65,829.65,0.0,0.0,0.0
23226.0,cliente_006,2025-05-21 00:00:00,REUNIÓN,29,290.97,0.0,290.97,0.0,0.0
23227.0,cliente_004,2025-05-21 00:00:00,REUNIÓN,48,421.41,0.0,421.41,0.0,0.0
23295.0,cliente_004,2025-05-14 00:00:00,REUNIÓN,15,75.25,0.0,75.25,0.0,0.0
23329.0,cliente_068,2025-11-20 00:00:00,GRUPOS,6,368.73,368.73,0.0,0.0,0.0
23426.0,cliente_004,2025-05-15 00:00:00,REUNIÓN,16,0.0,0.0,0.0,0.0,0.0
23449.0,cliente_069,2025-05-16 00:00:00,BANQUETE,10,0.0,0.0,0.0,0.0,0.0
23510.0,cliente_004,2025-05-28 00:00:00,REUNIÓN,29,290.97,0.0,290.97,0.0,0.0
23556.0,cliente_070,2025-05-20 00:00:00,COCKTAIL,25,57.19,57.19,0.0,0.0,0.0
23632.0,cliente_057,2025-06-19 00:00:00,GRUPOS,7,857.25,551.22,105.35,188.76,0.0
23806.0,cliente_004,2025-06-04 00:00:00,REUNIÓN,28,280.94,0.0,280.94,0.0,0.0
23807.0,cliente_004,2025-06-05 00:00:00,REUNIÓN,69,605.78,0.0,605.78,0.0,0.0
24003.0,cliente_071,2025-07-02 00:00:00,GRUPOS,19,4922.73,602.02,238.3,3693.62,0.0
24010.0,cliente_004,2025-06-11 00:00:00,REUNIÓN,29,290.97,0.0,290.97,0.0,0.0
24041.0,cliente_004,2025-06-12 00:00:00,REUNIÓN,46,461.55,0.0,461.55,0.0,0.0
24255.0,cliente_004,2025-06-10 00:00:00,REUNIÓN,26,521.75,0.0,521.75,0.0,0.0
24509.0,cliente_072,2025-10-06 00:00:00,GRUPOS,9,2438.16,0.0,0.0,2234.98,0.0
19994.0,cliente_073,2025-10-15 00:00:00,REUNIÓN,15,1918.93,1523.85,395.07,0.0,0.0
24593.0,cliente_038,2025-07-07 00:00:00,REUNIÓN,12,62.71,62.71,0.0,0.0,0.0
24594.0,cliente_006,2025-06-26 00:00:00,REUNIÓN,15,75.25,0.0,75.25,0.0,0.0
24696.0,cliente_057,2025-07-15 00:00:00,GRUPOS,5,322.96,279.06,43.9,0.0,0.0
24966.0,cliente_074,2025-07-03 00:00:00,REUNIÓN,12,60.2,0.0,60.2,0.0,0.0
25148.0,cliente_074,2025-07-17 00:00:00,REUNIÓN,20,125.42,0.0,125.42,0.0,0.0
25481.0,cliente_004,2025-07-24 00:00:00,REUNIÓN,5,0.0,0.0,0.0,0.0,0.0
25656.0,cliente_004,2025-07-23 00:00:00,REUNIÓN,12,85.29,0.0,85.29,0.0,0.0
26064.0,cliente_075,2025-09-01 00:00:00,GRUPOS,10,5248.83,1417.25,225.76,3292.28,0.0
26400.0,cliente_076,2025-10-06 00:00:00,EVENTO,7,3489.81,0.0,0.0,3226.43,0.0
26809.0,cliente_077,2025-10-03 00:00:00,BANQUETE,37,1145.71,1051.65,94.06,0.0,0.0
26892.0,cliente_078,2025-10-05 00:00:00,BANQUETE,11,393.19,393.19,0.0,0.0,0.0
26893.0,cliente_079,2025-10-23 00:00:00,REUNIÓN,48,2115.84,501.68,1614.16,0.0,0.0
26946.0,cliente_080,2025-11-21 00:00:00,REUNIÓN,120,501.68,501.68,0.0,0.0,0.0
26962.0,cliente_074,2025-09-03 00:00:00,REUNIÓN,20,125.42,0.0,125.42,0.0,0.0
27015.0,cliente_050,2025-10-20 00:00:00,EXPOSICIÓN,9,771.33,771.33,0.0,0.0,0.0
27285.0,cliente_081,2025-11-14 00:00:00,REUNIÓN,150,551.85,501.68,0.0,0.0,50.17
27319.0,cliente_074,2025-09-18 00:00:00,REUNIÓN,20,100.34,0.0,100.34,0.0,0.0
27353.0,cliente_082,2025-12-19 00:00:00,BANQUETE,75,3198.21,2492.72,705.49,0.0,0.0
27359.0,cliente_083,2025-09-26 00:00:00,COCKTAIL,25,451.51,451.51,0.0,0.0,0.0
27533.0,cliente_084,2025-09-23 00:00:00,BANQUETE,30,827.77,752.52,75.25,0.0,0.0
27558.0,cliente_085,2025-12-21 00:00:00,BANQUETE,35,1376.48,1376.48,0.0,0.0,0.0
27857.0,cliente_004,2025-09-29 00:00:00,REUNIÓN,8,376.26,301.01,75.25,0.0,0.0
27904.0,cliente_004,2025-11-25 00:00:00,REUNIÓN,25,0.0,0.0,0.0,0.0,0.0
27907.0,cliente_074,2025-09-25 00:00:00,REUNIÓN,18,90.3,0.0,90.3,0.0,0.0
27991.0,cliente_086,2025-11-08 00:00:00,BANQUETE,17,460.54,431.76,28.78,0.0,0.0
28101.0,cliente_038,2025-10-16 00:00:00,REUNIÓN,10,62.71,62.71,0.0,0.0,0.0
28103.0,cliente_087,2025-10-07 00:00:00,REUNIÓN,24,165.55,0.0,165.55,0.0,0.0
28104.0,cliente_004,2025-10-08 00:00:00,REUNIÓN,29,290.97,0.0,290.97,0.0,0.0
28105.0,cliente_088,2025-10-09 00:00:00,REUNIÓN,30,301.01,0.0,301.01,0.0,0.0
28106.0,cliente_004,2025-10-09 00:00:00,REUNIÓN,42,368.73,0.0,368.73,0.0,0.0
28151.0,cliente_074,2025-10-09 00:00:00,REUNIÓN,25,125.42,0.0,125.42,0.0,0.0
28325.0,cliente_054,2025-12-04 00:00:00,COCKTAIL,30,658.46,658.46,0.0,0.0,0.0
28315.0,cliente_046,2025-11-19 00:00:00,GRUPOS,22,2048.11,524.26,0.0,1309.38,78.39
28342.0,cliente_089,2025-12-26 00:00:00,BANQUETE,50,2094.51,2094.51,0.0,0.0,0.0
28309.0,cliente_090,2025-12-19 00:00:00,BANQUETE,24,1379.62,1144.46,235.16,0.0,0.0
28377.0,cliente_091,2025-10-14 00:00:00,REUNIÓN,24,165.55,0.0,165.55,0.0,0.0
28422.0,cliente_092,2025-10-15 00:00:00,REUNIÓN,36,316.06,0.0,316.06,0.0,0.0
28410.0,cliente_093,2025-10-15 00:00:00,REUNIÓN,29,290.97,0.0,290.97,0.0,0.0
28448.0,cliente_094,2025-10-27 00:00:00,REUNIÓN,32,654.69,654.69,0.0,0.0,0.0
28457.0,cliente_074,2025-10-15 00:00:00,REUNIÓN,20,100.34,0.0,100.34,0.0,0.0
28458.0,cliente_074,2025-10-16 00:00:00,REUNIÓN,17,85.29,0.0,85.29,0.0,0.0
28501.0,cliente_095,2025-11-04 00:00:00,REUNIÓN,25,1053.06,1008.38,44.68,0.0,0.0
28541.0,cliente_096,2025-12-25 00:00:00,BANQUETE,15,639.64,639.64,0.0,0.0,0.0
28593.0,cliente_097,2025-12-24 00:00:00,BANQUETE,13,591.98,591.98,0.0,0.0,0.0
28705.0,cliente_098,2025-10-22 00:00:00,REUNIÓN,25,250.84,0.0,250.84,0.0,0.0
28707.0,cliente_074,2025-10-23 00:00:00,REUNIÓN,25,165.55,0.0,165.55,0.0,0.0
28692.0,cliente_004,2025-10-21 00:00:00,REUNIÓN,24,165.55,0.0,165.55,0.0,0.0
28679.0,cliente_041,2025-10-13 00:00:00,BANQUETE,9,0.0,0.0,0.0,0.0,0.0
28710.0,cliente_099,2025-12-17 00:00:00,GRUPOS,25,3486.43,1378.62,200.17,1501.28,0.0
28837.0,cliente_100,2025-11-27 00:00:00,REUNIÓN,35,1204.03,1204.03,0.0,0.0,0.0
28942.0,cliente_101,2025-10-28 00:00:00,REUNIÓN,24,165.55,0.0,165.55,0.0,0.0
28944.0,cliente_074,2025-10-29 00:00:00,REUNIÓN,28,280.94,0.0,280.94,0.0,0.0
28959.0,cliente_074,2025-10-30 00:00:00,REUNIÓN,21,105.35,0.0,105.35,0.0,0.0
29016.0,cliente_102,2025-12-18 00:00:00,BANQUETE,91,5421.28,3880.49,1540.78,0.0,0.0
29072.0,cliente_103,2025-12-12 00:00:00,BANQUETE,19,631.49,631.49,0.0,0.0,0.0
29058.0,cliente_104,2025-12-25 00:00:00,BANQUETE,14,566.9,566.9,0.0,0.0,0.0
29104.0,cliente_105,2025-11-29 00:00:00,BANQUETE,50,2113.33,1987.91,125.42,0.0,0.0
29169.0,cliente_038,2025-11-13 00:00:00,REUNIÓN,10,62.71,62.71,0.0,0.0,0.0
29170.0,cliente_106,2025-12-24 00:00:00,BANQUETE,18,733.71,733.71,0.0,0.0,0.0
29191.0,cliente_006,2025-11-17 00:00:00,REUNIÓN,20,0.0,0.0,0.0,0.0,0.0
29195.0,cliente_107,2025-11-16 00:00:00,BANQUETE,14,350.55,350.55,0.0,0.0,0.0
29203.0,cliente_108,2025-12-10 00:00:00,BANQUETE,25,830.91,830.91,0.0,0.0,0.0
29284.0,cliente_091,2025-11-04 00:00:00,REUNIÓN,24,165.55,0.0,165.55,0.0,0.0
29293.0,cliente_109,2025-11-06 00:00:00,REUNIÓN,11,68.98,0.0,68.98,0.0,0.0
29327.0,cliente_110,2025-12-12 00:00:00,BANQUETE,105,3489.81,3489.81,0.0,0.0,0.0
29513.0,cliente_087,2025-11-11 00:00:00,REUNIÓN,24,165.55,0.0,165.55,0.0,0.0
29509.0,cliente_074,2025-11-12 00:00:00,REUNIÓN,33,331.11,0.0,331.11,0.0,0.0
29510.0,cliente_004,2025-11-13 00:00:00,REUNIÓN,25,0.0,0.0,0.0,0.0,0.0
29522.0,cliente_088,2025-11-13 00:00:00,REUNIÓN,39,391.31,0.0,391.31,0.0,0.0
29559.0,cliente_111,2025-12-25 00:00:00,BANQUETE,9,383.79,383.79,0.0,0.0,0.0
29591.0,cliente_057,2025-11-18 00:00:00,REUNIÓN,5,307.28,263.38,43.9,0.0,0.0
29579.0,cliente_112,2025-12-17 00:00:00,BANQUETE,13,410.47,410.47,0.0,0.0,0.0
29611.0,cliente_113,2025-12-24 00:00:00,BANQUETE,24,1296.84,950.68,0.0,233.28,0.0
29612.0,cliente_114,2025-11-13 00:00:00,REUNIÓN,55,482.87,0.0,482.87,0.0,0.0
29671.0,cliente_115,2025-12-06 00:00:00,BANQUETE,6,135.45,135.45,0.0,0.0,0.0
29803.0,cliente_101,2025-11-18 00:00:00,REUNIÓN,24,165.55,0.0,165.55,0.0,0.0
29804.0,cliente_116,2025-11-19 00:00:00,REUNIÓN,32,351.18,0.0,351.18,0.0,0.0
29774.0,cliente_061,2025-11-19 00:00:00,REUNIÓN,32,321.08,0.0,321.08,0.0,0.0
29778.0,cliente_109,2025-11-20 00:00:00,REUNIÓN,20,100.34,0.0,100.34,0.0,0.0
29899.0,cliente_117,2025-12-11 00:00:00,BANQUETE,20,664.73,664.73,0.0,0.0,0.0
29978.0,cliente_091,2025-11-25 00:00:00,REUNIÓN,23,158.66,0.0,158.66,0.0,0.0
29979.0,cliente_074,2025-11-26 00:00:00,REUNIÓN,30,301.01,0.0,301.01,0.0,0.0
29980.0,cliente_109,2025-11-27 00:00:00,REUNIÓN,19,95.32,0.0,95.32,0.0,0.0
30010.0,cliente_118,2025-11-25 00:00:00,REUNIÓN,26,179.35,0.0,179.35,0.0,0.0
30070.0,cliente_119,2025-12-24 00:00:00,BANQUETE,15,838.43,838.43,0.0,0.0,0.0
30080.0,cliente_046,2025-11-26 00:00:00,BANQUETE,68,2521.19,2075.58,445.62,0.0,0.0
30116.0,cliente_120,2025-12-15 00:00:00,BANQUETE,20,664.73,664.73,0.0,0.0,0.0
30145.0,cliente_121,2025-11-29 00:00:00,BANQUETE,15,379.4,379.4,0.0,0.0,0.0
30147.0,cliente_122,2025-12-25 00:00:00,BANQUETE,2,85.29,85.29,0.0,0.0,0.0
30149.0,cliente_123,2025-12-25 00:00:00,BANQUETE,10,451.51,451.51,0.0,0.0,0.0
30292.0,cliente_124,2025-12-04 00:00:00,BANQUETE,40,963.73,877.94,85.79,0.0,0.0
30332.0,cliente_087,2025-12-02 00:00:00,REUNIÓN,22,151.76,0.0,151.76,0.0,0.0
30334.0,cliente_125,2025-12-03 00:00:00,REUNIÓN,32,321.08,0.0,321.08,0.0,0.0
30336.0,cliente_126,2025-12-04 00:00:00,REUNIÓN,62,544.32,0.0,544.32,0.0,0.0
30337.0,cliente_109,2025-12-04 00:00:00,REUNIÓN,17,85.29,0.0,85.29,0.0,0.0
30449.0,cliente_127,2025-12-09 00:00:00,REUNIÓN,26,179.35,0.0,179.35,0.0,0.0
30465.0,cliente_004,2025-12-11 00:00:00,REUNIÓN,33,331.11,0.0,331.11,0.0,0.0
30466.0,cliente_109,2025-12-11 00:00:00,REUNIÓN,11,55.18,0.0,55.18,0.0,0.0
30486.0,cliente_004,2025-12-09 00:00:00,REUNIÓN,20,137.96,0.0,137.96,0.0,0.0
30476.0,cliente_116,2025-12-10 00:00:00,REUNIÓN,28,280.94,0.0,280.94,0.0,0.0
30531.0,cliente_128,2025-12-12 00:00:00,BANQUETE,50,2426.25,2027.41,398.84,0.0,0.0
30578.0,cliente_115,2025-12-08 00:00:00,BANQUETE,6,135.45,135.45,0.0,0.0,0.0
30681.0,cliente_129,2025-12-25 00:00:00,BANQUETE,26,1108.71,1108.71,0.0,0.0,0.0
30691.0,cliente_130,2025-12-12 00:00:00,BANQUETE,8,265.89,265.89,0.0,0.0,0.0
30692.0,cliente_131,2025-12-16 00:00:00,REUNIÓN,22,151.76,0.0,151.76,0.0,0.0
30693.0,cliente_109,2025-12-18 00:00:00,REUNIÓN,13,65.22,0.0,65.22,0.0,0.0
30694.0,cliente_074,2025-12-18 00:00:00,REUNIÓN,20,100.34,0.0,100.34,0.0,0.0
30780.0,cliente_006,2025-12-13 00:00:00,COCKTAIL,130,0.0,0.0,0.0,0.0,0.0
30910.0,cliente_132,2025-12-24 00:00:00,BANQUETE,20,790.15,790.15,0.0,0.0,0.0
31180.0,cliente_133,2025-12-26 00:00:00,BANQUETE,38,1584.44,1584.44,0.0,0.0,0.0
,cliente_134,2025-01-06 00:00:00,BANQUETE,3,135.45,0.0,135.45,0.0,0.0
,cliente_135,2025-01-01 00:00:00,BANQUETE,11,496.66,0.0,496.66,0.0,0.0
,cliente_136,2025-06-13 00:00:00,BANQUETE,34,959.46,959.46,0.0,0.0,0.0
,cliente_122,2025-01-01 00:00:00,BANQUETE,2,90.3,0.0,90.3,0.0,0.0
,cliente_137,2025-04-23 00:00:00,BANQUETE,24,0.0,0.0,0.0,0.0,0.0
,cliente_138,2025-02-11 00:00:00,BANQUETE,13,252.72,0.0,252.72,0.0,0.0
,cliente_139,2025-05-10 00:00:00,BANQUETE,26,798.93,798.93,0.0,0.0,0.0
,cliente_140,2025-03-01 00:00:00,BANQUETE,8,0.0,0.0,0.0,0.0,0.0
,cliente_141,2025-01-01 00:00:00,BANQUETE,2,90.3,0.0,90.3,0.0,0.0
