id_booking,fecha_inicio,producto,estado,fecha_fin,fecha_creacion,tipo_evento,pax,total_evento,sala,fb,alojamiento,antelacion_dias
19,2025-03-02,Salas,CONFIRMACIÓN,,,BANQUETE,14.0,746.25,0.0,746.25,0.0,
20,2025-03-03,Salas,CONFIRMACIÓN,,,BANQUETE,8.0,514.22,188.13,326.09,0.0,
21,2025-02-10,Salas,CONFIRMACIÓN,,,BANQUETE,12.0,180.6,0.0,180.6,0.0,
22,2025-06-28,Salas,CONFIRMACIÓN,,,BANQUETE,50.0,1346.51,56.19,1290.32,0.0,
23,2025-01-12,Salas,CONFIRMACIÓN,,,BANQUETE,24.0,857.87,0.0,857.87,0.0,
7385,2025-01-15,Salas,Perdido,2025-01-16,2024-02-19,,,0.0,0.0,0.0,0.0,331.0
7983,2025-01-17,Habs y Salas,Cancelado,2025-01-19,2024-03-07,,,0.0,0.0,0.0,0.0,316.0
8973,2025-03-12,Habs y Salas,Perdido,2025-03-16,2024-04-10,,,0.0,0.0,0.0,0.0,336.0
9151,2025-03-16,Habs y Salas,Perdido,2025-03-22,2024-04-17,,,0.0,0.0,0.0,0.0,333.0
9265,2025-03-11,Habs y Salas,Perdido,2025-03-14,2024-04-22,,,0.0,0.0,0.0,0.0,323.0
9612,2025-05-28,Habs y Salas,CONFIRMACIÓN,2025-06-07,2024-05-06,GRUPOS,70.0,19690.31,0.0,438.97,16549.04,387.0
9649,2025-06-22,Salas,Perdido,2025-06-22,2024-05-08,,,0.0,0.0,0.0,0.0,410.0
9676,2025-03-23,Salas,CONFIRMACIÓN,2025-03-23,2024-05-07,CUMPLEAÑOS,100.0,2633.82,2483.32,150.5,0.0,320.0
9737,2025-05-09,Salas,Perdido,2025-05-09,2024-05-09,,,0.0,0.0,0.0,0.0,365.0
9764,2025-01-03,Habs y Salas,Perdido,2025-01-08,2024-05-13,,,0.0,0.0,0.0,0.0,235.0
9911,2025-04-02,Habs y Salas,Perdido,2025-04-05,2024-05-15,,,0.0,0.0,0.0,0.0,322.0
10334,2025-01-12,Habs y Salas,Perdido,2025-01-18,2024-05-29,,,0.0,0.0,0.0,0.0,228.0
10519,2025-04-12,Habs y Salas,Perdido,2025-04-18,2024-06-05,,,0.0,0.0,0.0,0.0,311.0
10634,2025-09-15,Salas,CONFIRMACIÓN,2025-09-16,2024-06-07,EVENTO,12.0,916.51,231.4,685.11,0.0,465.0
10878,2025-02-17,Habs y Salas,Perdido,2025-02-23,2024-06-13,,,0.0,0.0,0.0,0.0,249.0
10898,2025-03-19,Habs y Salas,Perdido,2025-03-20,2024-06-17,,,0.0,0.0,0.0,0.0,275.0
11028,2025-02-11,Habs y Salas,Perdido,2025-02-17,2024-06-19,,,0.0,0.0,0.0,0.0,237.0
11217,2025-01-07,Habs y Salas,Perdido,2025-01-12,2024-06-25,,,0.0,0.0,0.0,0.0,196.0
11542,2025-05-04,Habs y Salas,Perdido,2025-05-05,2024-07-04,,,0.0,0.0,0.0,0.0,304.0
11732,2025-05-05,Habs y Salas,Perdido,2025-05-09,2024-07-11,,,0.0,0.0,0.0,0.0,298.0
11786,2025-01-11,Salas,CONFIRMACIÓN,2025-01-11,2024-07-12,COCKTAIL,31.0,1494.24,1008.38,485.86,0.0,183.0
12075,2025-06-03,Habs y Salas,Perdido,2025-06-05,2024-07-23,,,0.0,0.0,0.0,0.0,315.0
12128,2025-04-02,Habs y Salas,Perdido,2025-04-06,2024-07-24,,,0.0,0.0,0.0,0.0,252.0
12583,2025-04-12,Salas,Perdido,2025-04-12,2024-08-14,,,0.0,0.0,0.0,0.0,241.0
12635,2025-05-09,Habs y Salas,Cancelado,2025-05-17,2024-08-19,,,0.0,0.0,0.0,0.0,263.0
12679,2025-05-01,Habs y Salas,Perdido,2025-05-04,2024-08-20,,,0.0,0.0,0.0,0.0,254.0
12765,2025-06-02,Habs y Salas,Perdido,2025-06-06,2024-08-23,,,0.0,0.0,0.0,0.0,283.0
12828,2025-01-15,Habs y Salas,Perdido,2025-01-31,2024-08-28,,,0.0,0.0,0.0,0.0,140.0
12829,2025-04-03,Habs y Salas,Perdido,2025-04-06,2024-08-28,,,0.0,0.0,0.0,0.0,218.0
12830,2025-03-27,Habs y Salas,Perdido,2025-03-30,2024-08-28,,,0.0,0.0,0.0,0.0,211.0
12984,2025-03-13,Habs y Salas,Perdido,2025-03-16,2024-09-03,,,0.0,0.0,0.0,0.0,191.0
12987,2025-03-06,Habs y Salas,Perdido,2025-03-09,2024-09-03,,,0.0,0.0,0.0,0.0,184.0
13064,2025-01-13,Habs y Salas,CONFIRMACIÓN,2025-01-22,2024-09-05,EVENTO,62.0,22321.12,9750.15,1451.23,9199.06,130.0
13098,2025-03-21,Habs y Salas,Perdido,2025-03-23,2024-09-09,,,0.0,0.0,0.0,0.0,193.0
13106,2025-01-09,Salas,CONFIRMACIÓN,2025-01-17,2024-09-09,REUNIÓN,200.0,658.46,658.46,0.0,0.0,122.0
13233,2025-02-02,Habs y Salas,CONFIRMACIÓN,2025-04-30,2024-09-12,CONGRESO,15.0,53449.81,231.4,189.45,49138.21,143.0
13337,2025-02-01,Salas,Perdido,2025-02-01,2024-09-17,,,0.0,0.0,0.0,0.0,137.0
13812,2025-03-22,Salas,Perdido,2025-03-22,2024-09-27,,,0.0,0.0,0.0,0.0,176.0
13822,2025-06-14,Salas,Perdido,2025-06-14,2024-09-30,,,0.0,0.0,0.0,0.0,257.0
13844,2025-01-07,Habs y Salas,CONFIRMACIÓN,2025-01-22,2024-09-30,GRUPOS,8.0,1541.41,301.01,230.77,843.26,99.0
13912,2025-01-06,Habs y Salas,CONFIRMACIÓN,2025-01-11,2024-10-01,GRUPOS,8.0,2448.2,1404.7,40.13,802.69,97.0
13980,2025-01-18,Salas,Perdido,2025-01-18,2024-10-03,,,0.0,0.0,0.0,0.0,107.0
13983,2025-03-14,Habs y Salas,Perdido,2025-03-15,2024-10-03,,,0.0,0.0,0.0,0.0,162.0
13991,2025-07-05,Salas,Perdido,2025-07-05,2024-10-03,,,0.0,0.0,0.0,0.0,275.0
13992,2025-11-28,Salas,Perdido,2025-11-29,2024-10-03,,,0.0,0.0,0.0,0.0,421.0
13993,2025-12-04,Habs y Salas,Perdido,2025-12-07,2024-10-03,,,0.0,0.0,0.0,0.0,427.0
14043,2025-06-23,Habs y Salas,Perdido,2025-06-27,2024-10-04,,,0.0,0.0,0.0,0.0,262.0
14191,2025-01-21,Salas,Perdido,2025-01-21,2024-10-08,,,0.0,0.0,0.0,0.0,105.0
14203,2025-03-28,Habs y Salas,CONFIRMACIÓN,2025-04-16,2024-10-09,GRUPOS,20.0,9175.73,2389.25,490.39,5509.7,170.0
14315,2025-03-15,Salas,Perdido,2025-03-15,2024-10-14,,,0.0,0.0,0.0,0.0,152.0
14326,2025-05-09,Salas,Perdido,2025-05-09,2024-10-14,,,0.0,0.0,0.0,0.0,207.0
14327,2025-01-27,Habs y Salas,Perdido,2025-01-30,2024-10-14,,,0.0,0.0,0.0,0.0,105.0
14386,2025-03-30,Habs y Salas,Perdido,2025-04-03,2024-10-14,,,0.0,0.0,0.0,0.0,167.0
14387,2025-03-19,Habs y Salas,Perdido,2025-03-22,2024-10-14,,,0.0,0.0,0.0,0.0,156.0
14537,2025-05-30,Habs y Salas,Perdido,2025-06-03,2024-10-17,,,0.0,0.0,0.0,0.0,225.0
14539,2025-03-24,Habs y Salas,Perdido,2025-03-26,2024-10-18,,,0.0,0.0,0.0,0.0,157.0
14793,2025-07-05,Salas,Perdido,2025-07-05,2024-10-23,,,0.0,0.0,0.0,0.0,255.0
14794,2025-02-04,Salas,Perdido,2025-02-04,2024-10-23,,,0.0,0.0,0.0,0.0,104.0
14801,2025-07-09,Habs y Salas,Perdido,2025-07-11,2024-10-23,,,0.0,0.0,0.0,0.0,259.0
14814,2025-02-01,Habs y Salas,CONFIRMACIÓN,2025-02-12,2024-10-23,COCKTAIL,20.0,524.26,0.0,524.26,0.0,101.0
15068,2025-06-07,Salas,Perdido,2025-06-07,2024-10-29,,,0.0,0.0,0.0,0.0,221.0
15077,2025-06-15,Habs y Salas,CONFIRMACIÓN,2025-06-27,2024-10-30,EVENTO,64.0,45114.51,7558.44,1819.41,30315.64,228.0
15088,2025-02-02,Habs y Salas,CONFIRMACIÓN,2025-02-05,2024-10-29,GRUPOS,20.0,1875.03,0.0,476.6,1267.37,96.0
15122,2025-03-06,Salas,CONFIRMACIÓN,2025-03-09,2024-10-30,GRUPOS,10.0,790.15,514.22,275.92,0.0,127.0
15221,2025-03-25,Habs y Salas,Cancelado,2025-03-27,2024-10-31,,,0.0,0.0,0.0,0.0,145.0
15238,2025-02-07,Salas,Perdido,2025-02-09,2024-11-04,,,0.0,0.0,0.0,0.0,95.0
15262,2025-02-01,Salas,Perdido,2025-02-01,2024-11-05,,,0.0,0.0,0.0,0.0,88.0
15269,2025-09-25,Habs y Salas,Perdido,2025-09-28,2024-11-05,,,0.0,0.0,0.0,0.0,324.0
15344,2025-06-23,Habs y Salas,Cancelado,2025-06-26,2024-11-05,,,0.0,0.0,0.0,0.0,230.0
15388,2025-03-25,Habs y Salas,Perdido,2025-03-28,2024-11-06,,,0.0,0.0,0.0,0.0,139.0
15482,2025-03-13,Habs y Salas,CONFIRMACIÓN,2025-04-09,2024-11-08,GRUPOS,15.0,9795.93,2916.02,451.51,5795.72,125.0
15500,2025-03-06,Habs y Salas,CONFIRMACIÓN,2025-03-10,2024-11-11,GRUPOS,48.0,14262.39,903.02,571.92,10952.55,115.0
15524,2025-02-24,Habs y Salas,Perdido,2025-03-02,2024-11-09,,,0.0,0.0,0.0,0.0,107.0
15541,2025-03-07,Habs y Salas,Perdido,2025-03-10,2024-11-11,,,0.0,0.0,0.0,0.0,116.0
15613,2025-05-10,Salas,Perdido,2025-05-10,2024-11-12,,,0.0,0.0,0.0,0.0,179.0
15618,2025-06-23,Habs y Salas,Perdido,2025-06-27,2024-11-12,,,0.0,0.0,0.0,0.0,223.0
15666,2025-03-24,Habs y Salas,CONFIRMACIÓN,2025-03-27,2024-11-13,GRUPOS,54.0,8567.44,1422.26,1489.99,4880.72,131.0
15721,2025-04-08,Habs y Salas,CONFIRMACIÓN,2025-04-16,2024-11-14,GRUPOS,50.0,3856.04,677.27,131.06,2661.66,145.0
15722,2025-11-07,Salas,CONFIRMACIÓN,2025-11-09,2024-11-14,EXPOSICIÓN,50.0,1349.61,1349.61,0.0,0.0,358.0
15737,2025-03-16,Habs y Salas,CONFIRMACIÓN,2025-04-07,2024-11-14,CONVENCIÓN,46.0,11755.62,4403.5,2435.66,4249.23,122.0
15853,2025-04-03,Habs y Salas,Perdido,2025-04-04,2024-11-18,,,0.0,0.0,0.0,0.0,136.0
15876,2025-01-29,Habs y Salas,Perdido,2025-01-31,2024-11-18,,,0.0,0.0,0.0,0.0,72.0
15959,2025-01-29,Habs y Salas,Perdido,2025-01-31,2024-11-20,,,0.0,0.0,0.0,0.0,70.0
15981,2025-02-19,Salas,Perdido,2025-02-19,2024-11-20,,,0.0,0.0,0.0,0.0,91.0
16167,2025-03-11,Habs y Salas,Perdido,2025-03-13,2024-11-25,,,0.0,0.0,0.0,0.0,106.0
16181,2025-01-22,Habs y Salas,Perdido,2025-01-24,2024-11-25,,,0.0,0.0,0.0,0.0,58.0
16227,2025-01-22,Habs y Salas,Perdido,2025-01-24,2024-11-26,,,0.0,0.0,0.0,0.0,57.0
16228,2025-01-27,Habs y Salas,Perdido,2025-01-30,2024-11-26,,,0.0,0.0,0.0,0.0,62.0
16312,2025-06-09,Habs y Salas,Perdido,2025-06-14,2024-11-27,,,0.0,0.0,0.0,0.0,194.0
16313,2025-06-12,Habs y Salas,Perdido,2025-06-14,2024-11-27,,,0.0,0.0,0.0,0.0,197.0
16314,2025-03-10,Salas,CONFIRMACIÓN,2025-03-20,2024-11-27,GRUPOS,31.0,5090.8,3496.71,1594.09,0.0,103.0
16350,2025-01-28,Habs y Salas,Perdido,2025-01-30,2024-11-28,,,0.0,0.0,0.0,0.0,61.0
16414,2025-04-04,Habs y Salas,CONFIRMACIÓN,2025-04-06,2024-11-29,GRUPOS,10.0,6898.1,125.42,0.0,5914.81,126.0
16425,2025-05-04,Habs y Salas,Perdido,2025-05-09,2024-11-29,,,0.0,0.0,0.0,0.0,156.0
16434,2025-01-06,Habs y Salas,CONFIRMACIÓN,2025-01-09,2024-11-29,GRUPOS,4.0,1821.1,727.44,90.3,884.21,38.0
16568,2025-02-15,Salas,Cancelado,2025-02-15,2024-12-03,,,0.0,0.0,0.0,0.0,74.0
16717,2025-02-19,Habs y Salas,Perdido,2025-02-20,2024-12-05,,,0.0,0.0,0.0,0.0,76.0
16732,2025-05-20,Habs y Salas,CONFIRMACIÓN,2025-05-27,2024-12-05,CONGRESO,20.0,15458.58,197.54,191.83,14114.83,166.0
16755,2025-02-26,Salas,Perdido,2025-02-27,2024-12-05,,,0.0,0.0,0.0,0.0,83.0
16836,2025-01-20,Habs y Salas,Cancelado,2025-01-23,2024-12-09,,,0.0,0.0,0.0,0.0,42.0
16949,2025-03-27,Habs y Salas,Perdido,2025-03-30,2024-12-11,,,0.0,0.0,0.0,0.0,106.0
16969,2025-01-19,Habs y Salas,Cancelado,2025-01-23,2024-12-11,,,0.0,0.0,0.0,0.0,39.0
17022,2025-10-06,Habs y Salas,Cancelado,2025-10-10,2024-12-12,,,0.0,0.0,0.0,0.0,298.0
17024,2025-01-20,Habs y Salas,CONFIRMACIÓN,2025-01-24,2024-12-12,EVENTO,36.0,3306.7,1262.35,0.0,1806.05,39.0
17026,2025-02-11,Habs y Salas,Perdido,2025-02-14,2024-12-12,,,0.0,0.0,0.0,0.0,61.0
17081,2025-05-11,Habs y Salas,Perdido,2025-05-15,2024-12-13,,,0.0,0.0,0.0,0.0,149.0
17217,2025-04-24,Habs y Salas,Perdido,2025-04-27,2024-12-18,,,0.0,0.0,0.0,0.0,127.0
17286,2025-01-09,Salas,Perdido,2025-01-09,2024-12-18,,,0.0,0.0,0.0,0.0,22.0
17327,2025-06-11,Habs y Salas,Perdido,2025-06-13,2024-12-19,,,0.0,0.0,0.0,0.0,174.0
17426,2025-01-07,Salas,CONFIRMACIÓN,2025-01-07,2024-12-23,REUNIÓN,37.0,255.23,0.0,255.23,0.0,15.0
17428,2025-01-07,Salas,CONFIRMACIÓN,2025-01-07,2024-12-23,REUNIÓN,25.0,172.45,0.0,172.45,0.0,15.0
17429,2025-01-08,Salas,CONFIRMACIÓN,2025-01-08,2024-12-23,REUNIÓN,33.0,331.11,0.0,331.11,0.0,16.0
17471,2025-01-23,Salas,Perdido,2025-01-23,2024-12-25,,,0.0,0.0,0.0,0.0,29.0
17529,2025-01-28,Salas,CONFIRMACIÓN,2025-01-29,2025-01-02,REUNIÓN,15.0,462.8,462.8,0.0,0.0,26.0
17568,2025-09-27,Salas,Perdido,2025-09-27,2025-01-07,,,0.0,0.0,0.0,0.0,263.0
17581,2025-09-04,Habs y Salas,Perdido,2025-09-07,2025-01-02,,,0.0,0.0,0.0,0.0,245.0
17613,2025-06-23,Habs y Salas,Perdido,2025-06-30,2025-01-07,,,0.0,0.0,0.0,0.0,167.0
17697,2025-01-28,Habs y Salas,Perdido,2025-01-30,2025-01-08,,,0.0,0.0,0.0,0.0,20.0
17718,2025-10-30,Habs y Salas,Perdido,2025-11-02,2025-01-08,,,0.0,0.0,0.0,0.0,295.0
17725,2025-09-01,Habs y Salas,Perdido,2025-09-04,2025-01-08,,,0.0,0.0,0.0,0.0,236.0
17735,2025-04-05,Salas,CONFIRMACIÓN,2025-04-07,2025-01-08,BANQUETE,22.0,997.09,997.09,0.0,0.0,87.0
17737,2025-01-29,Salas,CONFIRMACIÓN,2025-01-29,2025-01-09,REUNIÓN,30.0,65.22,0.0,65.22,0.0,20.0
17879,2025-06-04,Habs y Salas,CONFIRMACIÓN,2025-06-09,2025-01-10,GRUPOS,13.0,5080.01,438.97,0.0,4336.97,145.0
17888,2025-04-10,Salas,Perdido,2025-04-15,2025-01-13,,,0.0,0.0,0.0,0.0,87.0
17889,2025-04-15,Habs y Salas,Perdido,2025-04-20,2025-01-13,,,0.0,0.0,0.0,0.0,92.0
17890,2025-05-09,Habs y Salas,Perdido,2025-05-12,2025-01-13,,,0.0,0.0,0.0,0.0,116.0
17901,2025-02-14,Habs y Salas,Perdido,2025-02-18,2025-01-10,,,0.0,0.0,0.0,0.0,35.0
17932,2025-05-16,Habs y Salas,Perdido,2025-05-18,2025-01-13,,,0.0,0.0,0.0,0.0,123.0
17933,2025-01-20,Salas,CONFIRMACIÓN,2025-01-22,2025-01-13,REUNIÓN,30.0,438.97,250.84,188.13,0.0,7.0
17946,2025-01-21,Salas,CONFIRMACIÓN,2025-01-21,2025-01-13,REUNIÓN,25.0,172.45,0.0,172.45,0.0,8.0
17954,2025-02-03,Salas,CONFIRMACIÓN,2025-02-04,2025-01-13,COCKTAIL,43.0,1132.54,26.97,1105.58,0.0,21.0
18000,2025-01-21,Salas,CONFIRMACIÓN,2025-01-21,2025-01-14,REUNIÓN,65.0,448.38,0.0,448.38,0.0,7.0
18001,2025-01-22,Salas,CONFIRMACIÓN,2025-01-22,2025-01-14,REUNIÓN,31.0,311.04,0.0,311.04,0.0,8.0
18002,2025-01-22,Salas,CONFIRMACIÓN,2025-01-22,2025-01-14,REUNIÓN,31.0,272.16,0.0,272.16,0.0,8.0
18003,2025-01-23,Salas,CONFIRMACIÓN,2025-01-23,2025-01-14,REUNIÓN,77.0,676.01,0.0,676.01,0.0,9.0
18004,2025-01-23,Salas,CONFIRMACIÓN,2025-01-23,2025-01-14,REUNIÓN,40.0,401.34,0.0,401.34,0.0,9.0
18005,2025-03-03,Salas,Perdido,2025-03-03,2025-01-14,,,0.0,0.0,0.0,0.0,48.0
18007,2025-01-23,Salas,Perdido,2025-01-23,2025-01-14,,,0.0,0.0,0.0,0.0,9.0
18038,2025-02-28,Salas,Perdido,2025-03-01,2025-01-15,,,0.0,0.0,0.0,0.0,44.0
18088,2025-02-18,Salas,Perdido,2025-02-18,2025-01-15,,,0.0,0.0,0.0,0.0,34.0
18114,2025-05-09,Habs y Salas,Perdido,2025-05-12,2025-01-15,,,0.0,0.0,0.0,0.0,114.0
18149,2025-04-23,Habs y Salas,Perdido,2025-04-25,2025-01-17,,,0.0,0.0,0.0,0.0,96.0
18163,2025-04-05,Salas,Perdido,2025-04-05,2025-01-16,,,0.0,0.0,0.0,0.0,79.0
18201,2025-02-17,Habs y Salas,CONFIRMACIÓN,2025-02-27,2025-01-17,GRUPOS,17.0,9012.74,2282.64,1235.39,4037.27,31.0
18204,2025-04-07,Salas,Perdido,2025-04-07,2025-01-17,,,0.0,0.0,0.0,0.0,80.0
18205,2025-02-11,Habs y Salas,CONFIRMACIÓN,2025-02-16,2025-01-17,GRUPOS,6.0,1423.52,0.0,0.0,1197.13,25.0
18220,2025-04-22,Habs y Salas,Perdido,2025-04-25,2025-01-17,,,0.0,0.0,0.0,0.0,95.0
18350,2025-02-04,Salas,CONFIRMACIÓN,2025-02-13,2025-01-22,BANQUETE,25.0,627.1,627.1,0.0,0.0,13.0
18360,2025-04-08,Habs y Salas,CONFIRMACIÓN,2025-04-25,2025-01-21,EVENTO,25.0,5483.52,1069.83,163.83,3509.94,77.0
18406,2025-04-25,Habs y Salas,Perdido,2025-04-28,2025-01-22,,,0.0,0.0,0.0,0.0,93.0
18408,2025-06-14,Salas,CONFIRMACIÓN,2025-06-14,2025-01-22,GRUPOS,200.0,592.61,592.61,0.0,0.0,143.0
18409,2025-04-24,Habs y Salas,Perdido,2025-04-28,2025-01-22,,,0.0,0.0,0.0,0.0,92.0
18410,2025-03-28,Habs y Salas,Perdido,2025-03-31,2025-01-22,,,0.0,0.0,0.0,0.0,65.0
18434,2025-04-24,Salas,Perdido,2025-04-24,2025-01-22,,,0.0,0.0,0.0,0.0,92.0
18435,2025-11-22,Salas,Cancelado,2025-11-22,2025-01-22,,,0.0,0.0,0.0,0.0,304.0
18436,2025-11-30,Salas,Cancelado,2025-11-30,2025-01-22,,,0.0,0.0,0.0,0.0,312.0
18437,2025-02-05,Salas,CONFIRMACIÓN,2025-02-05,2025-01-22,REUNIÓN,46.0,0.0,0.0,0.0,0.0,14.0
18438,2025-02-17,Salas,Perdido,2025-02-17,2025-01-22,,,0.0,0.0,0.0,0.0,26.0
18439,2025-01-28,Salas,CONFIRMACIÓN,2025-01-28,2025-01-22,REUNIÓN,40.0,275.92,0.0,275.92,0.0,6.0
18440,2025-01-28,Salas,CONFIRMACIÓN,2025-02-04,2025-01-22,REUNIÓN,25.0,172.45,0.0,172.45,0.0,6.0
18451,2025-01-29,Salas,CONFIRMACIÓN,2025-01-29,2025-01-22,REUNIÓN,32.0,321.08,0.0,321.08,0.0,7.0
18456,2025-10-01,Habs y Salas,CONFIRMACIÓN,2025-10-07,2025-01-23,GRUPOS,36.0,3157.2,2751.09,338.38,0.0,251.0
18458,2025-04-03,Salas,CONFIRMACIÓN,2025-04-03,2025-01-23,REUNIÓN,9.0,62.71,62.71,0.0,0.0,70.0
18501,2025-01-24,Salas,Perdido,2025-01-24,2025-01-23,,,0.0,0.0,0.0,0.0,1.0
18503,2025-02-25,Habs y Salas,CONFIRMACIÓN,2025-03-20,2025-01-23,GRUPOS,54.0,4419.8,595.74,1760.9,1755.88,33.0
18540,2025-01-27,Salas,Perdido,2025-01-27,2025-01-24,,,0.0,0.0,0.0,0.0,3.0
18637,2025-04-06,Habs y Salas,Perdido,2025-04-11,2025-01-27,,,0.0,0.0,0.0,0.0,69.0
18639,2025-05-13,Habs y Salas,Perdido,2025-05-15,2025-01-27,,,0.0,0.0,0.0,0.0,106.0
18665,2025-03-13,Habs y Salas,CONFIRMACIÓN,2025-05-16,2025-01-27,EVENTO,22.0,6046.5,363.72,151.76,4744.64,45.0
18690,2025-03-05,Salas,Perdido,2025-06-05,2025-01-27,,,0.0,0.0,0.0,0.0,37.0
18695,2025-02-04,Salas,CONFIRMACIÓN,2025-02-04,2025-01-28,REUNIÓN,44.0,303.52,0.0,303.52,0.0,7.0
18696,2025-02-04,Salas,CONFIRMACIÓN,2025-02-04,2025-01-28,REUNIÓN,25.0,172.45,0.0,172.45,0.0,7.0
18697,2025-02-05,Salas,CONFIRMACIÓN,2025-02-05,2025-01-28,REUNIÓN,27.0,270.91,0.0,270.91,0.0,8.0
18698,2025-02-05,Salas,CONFIRMACIÓN,2025-02-05,2025-01-28,REUNIÓN,18.0,180.6,0.0,180.6,0.0,8.0
18699,2025-02-06,Salas,CONFIRMACIÓN,2025-02-06,2025-01-28,REUNIÓN,89.0,781.37,0.0,781.37,0.0,9.0
18700,2025-04-07,Habs y Salas,CONFIRMACIÓN,2025-04-11,2025-01-28,GRUPOS,15.0,9503.7,1616.66,675.39,6615.9,69.0
18714,2025-04-09,Salas,Perdido,2025-04-09,2025-01-28,,,0.0,0.0,0.0,0.0,71.0
18716,2025-06-27,Habs y Salas,Perdido,2025-06-28,2025-01-28,,,0.0,0.0,0.0,0.0,150.0
18753,2025-02-27,Salas,Perdido,2025-02-27,2025-01-28,,,0.0,0.0,0.0,0.0,30.0
18785,2025-05-27,Salas,Perdido,2025-05-29,2025-01-28,,,0.0,0.0,0.0,0.0,119.0
18823,2025-05-13,Habs y Salas,Perdido,2025-05-18,2025-01-29,,,0.0,0.0,0.0,0.0,104.0
18825,2025-02-25,Habs y Salas,CONFIRMACIÓN,2025-02-28,2025-01-29,REUNIÓN,20.0,890.48,727.44,0.0,139.22,27.0
18860,2025-10-23,Habs y Salas,Perdido,2025-10-26,2025-01-29,,,0.0,0.0,0.0,0.0,267.0
18864,2025-02-13,Salas,Perdido,2025-02-13,2025-01-29,,,0.0,0.0,0.0,0.0,15.0
18964,2025-06-13,Habs y Salas,Perdido,2025-06-15,2025-01-30,,,0.0,0.0,0.0,0.0,134.0
18997,2025-06-26,Habs y Salas,Perdido,2025-06-27,2025-01-31,,,0.0,0.0,0.0,0.0,146.0
19037,2025-02-11,Salas,CONFIRMACIÓN,2025-02-11,2025-02-03,REUNIÓN,39.0,269.03,0.0,269.03,0.0,8.0
19038,2025-02-11,Salas,CONFIRMACIÓN,2025-02-11,2025-02-03,REUNIÓN,25.0,172.45,0.0,172.45,0.0,8.0
19040,2025-02-12,Salas,CONFIRMACIÓN,2025-02-12,2025-02-03,REUNIÓN,33.0,331.11,0.0,331.11,0.0,9.0
19093,2025-03-27,Salas,CONFIRMACIÓN,2025-03-31,2025-02-02,REUNIÓN,19.0,440.54,327.35,113.19,0.0,53.0
19094,2025-03-19,Habs y Salas,Perdido,2025-03-20,2025-02-02,,,0.0,0.0,0.0,0.0,45.0
19101,2025-02-13,Salas,CONFIRMACIÓN,2025-02-13,2025-02-03,REUNIÓN,47.0,471.58,0.0,471.58,0.0,10.0
19119,2025-02-15,Salas,CONFIRMACIÓN,2025-02-15,2025-02-03,BANQUETE,18.0,406.02,406.02,0.0,0.0,12.0
19167,2025-03-27,Salas,Perdido,2025-03-27,2025-02-04,,,0.0,0.0,0.0,0.0,51.0
19195,2025-09-18,Habs y Salas,Perdido,2025-09-20,2025-02-04,,,0.0,0.0,0.0,0.0,226.0
19196,2025-09-11,Habs y Salas,Perdido,2025-09-13,2025-02-04,,,0.0,0.0,0.0,0.0,219.0
19203,2025-09-01,Habs y Salas,Cancelado,2025-09-09,2025-02-04,,,0.0,0.0,0.0,0.0,209.0
19252,2025-05-10,Salas,Perdido,2025-05-10,2025-02-05,,,0.0,0.0,0.0,0.0,94.0
19253,2025-04-04,Salas,Perdido,2025-04-04,2025-02-05,,,0.0,0.0,0.0,0.0,58.0
